name,popularity,duration_ms,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,valence_tags,arousal_tags,dominance_tags,genre,artists_processed,name_processed,lyrics,BERT_features
star me kitten,44,196200,r.e.m.,0.175,0.335,0,-12.504,1,0.0341,0.128,0.845,0.162,0.212,175.838,6.025802469135804,3.887901234567901,5.572098765432099,rock,r.e.m.,star me kitten,keys cut three price one nothing's free guaranteed lifetime's use i've changed locks can't one know two brakes worn thin could hear hear screeching door driveway hey love look glove box heart inside love tired i've changed locks misplaced lost minds never end could depend take used fire keys stand throw ring gasoline fuck kitten wild i'm possession nothing's free fuck kitten i'm possession fuck kitten,"[[-0.36124635  0.07032573  0.06107879 ... -0.66532713 -0.21866512
  -0.00938927]
 [ 0.9710726  -0.16671258  0.96606654 ... -0.6653649  -0.1104473
  -0.10289007]
 [ 0.79920566 -0.0532118   0.32927194 ... -0.43536818 -0.22774054
  -0.27932584]
 ...
 [ 0.54301023  0.13669679  0.1397812  ... -0.3087199  -0.13412084
  -0.2871812 ]
 [ 0.59331846  0.13774341  0.18297562 ... -0.333818   -0.11448675
  -0.28641924]
 [ 0.6276224   0.13755344  0.14946356 ... -0.29951426 -0.08849593
  -0.32098532]]"
sweetness follows,47,261573,r.e.m.,0.315,0.235,7,-12.363,1,0.0337,0.369,0.000843,0.1,0.115,76.632,5.101176470588235,3.34764705882353,5.453970588235293,rock,r.e.m.,sweetness follows,readying bury father mother think lost another used wonder bother distanced one blind listen sister brother would care lost always wonder bother distanced one deaf oh oh sweetness follows little things pull live life filled joy wonder always knew altogether thunder lost little lives oh oh sweetness follows oh oh sweetness follows little things pull live life filled joy thunder yeah yeah altogether lost little lives oh oh ah oh oh sweetness follows oh oh oh oh oh oh oh sweetness follows,"[[-0.32946166  0.01945738  0.17899746 ... -0.24612759  0.31880423
   0.36584786]
 [ 0.36147434  0.37450832  0.07965448 ... -0.12330052 -0.03890155
  -0.57303274]
 [-0.38800785 -0.21512042 -0.02806242 ... -0.1837465   0.88293236
  -0.06136386]
 ...
 [ 0.01389115  0.16359545  0.5977645  ... -0.161654   -0.26227948
  -0.20861933]
 [ 0.02179728  0.17119911  0.58616537 ... -0.13940766 -0.26422113
  -0.18202491]
 [-0.00586099  0.25419167  0.55156964 ... -0.01111499 -0.28932923
  -0.2497906 ]]"
let me in,40,208027,r.e.m.,0.152,0.403,4,-8.342,0,0.0479,0.391,0.94,0.383,0.427,84.566,4.162222222222222,4.12,4.622222222222222,alternative rock,r.e.m.,let me in,yeah stars drip like butter promises sweet hold pans lift hands catch eat drink hey let hey let wish could hear whisper mister fisherman less peculiar ground gathered loved ones brought around say goodbye nice try hey let yeah yeah yeah hey let let mind try stop let let i've got tar feet can't see birds look laugh clumsy crawling skin hey let yeah yeah yeah hey let hey let yeah yeah yeah hey let,"[[-0.05780794 -0.15874557  0.1679877  ... -0.21053785 -0.16655912
   0.13233703]
 [ 0.8195512   0.5035635   0.7684151  ...  0.15353902  0.38551015
   0.20612161]
 [ 0.50478727  0.86660343  0.59221613 ... -0.12072151 -0.13945541
  -0.5152256 ]
 ...
 [ 0.34373316  0.28877988  0.5205671  ... -0.24246112 -0.06324341
  -0.29215425]
 [ 0.3684953   0.29876855  0.4275421  ... -0.25563747 -0.0233425
  -0.2671347 ]
 [ 0.1998504   0.39344254  0.5622219  ... -0.3422085  -0.02423851
  -0.08056006]]"
good advices,24,210573,r.e.m.,0.516,0.496,9,-14.718,1,0.0294,0.025,0.146,0.0888,0.626,114.006,6.29,4.91,5.3,rock,r.e.m.,good advices,greet stranger look shoes keep money shoes put trouble behind greet stranger look hands keep money hands put travel behind going call say keep hat head home long way away end day i'll forget name i'd like could leave see long way away greet stranger look shoes keep memories shoes put travel behind going call say keep hat head home long way away end day friends lovers going call change familiar face foreign place forget name i'd like could leave see long way away going call say keep hat head home long way away,"[[-0.31415504  0.24472725  0.05168257 ... -0.16868845 -0.14279923
   0.29307368]
 [ 0.96922493  0.56754243  1.2900128  ...  0.05351768  0.19111621
   0.36522138]
 [-1.7713801  -0.22578335  1.1168551  ... -0.44567877 -0.20362198
  -0.6701297 ]
 ...
 [-0.1070941  -0.11304629  0.4463499  ... -0.14342883 -0.15085097
  -0.03735485]
 [-0.00800083 -0.31234062  0.6137776  ... -0.14506777 -0.15002762
  -0.23269169]
 [ 0.10451201 -0.21450666  0.55828935 ... -0.22765379 -0.14744532
  -0.23691675]]"
feeling gravitys pull,30,290867,r.e.m.,0.413,0.503,4,-14.66,0,0.036,0.532,0.0184,0.299,0.311,109.332,5.884999999999999,4.7700000000000005,4.9350000000000005,alternative rock,r.e.m.,feeling gravitys pull,fell asleep read every paragraph read scene gravity pulling around peel back mountains peel back sky stomp gravity floor man ray kind sky let show time distance place step step step sky open-armed light mine felt gravity pull somewhere near end said can't said shift sway rivers shift oceans fall mountains drift man ray kind sky let show step step step sky open-armed light mine felt gravity pull onto eyes holding head straight looking easiest task i've ever fell asleep read every paragraph read scene gravity pulling around shift swaying river's shift oceans fall mountains drift man ray kind sky let show time distance place step step step sky open-armed light mine felt gravity pull onto eyes holding head straight looking easiest task i've ever reason harnessed tame holding sky arms gravity pulls,"[[-0.3647029   0.32233807 -0.1166971  ... -0.34933117  0.07779048
   0.01392589]
 [ 0.13787262  0.32369775  0.0363435  ...  0.10746583  0.61781436
  -0.06304764]
 [-0.12837836 -0.0119552   0.73305666 ... -0.71368283 -0.03558806
  -0.69673616]
 ...
 [ 0.14236376 -0.11718129  0.54851556 ... -0.00784158 -0.04704557
  -0.3561868 ]
 [-0.09055097 -0.46097678  0.56529456 ... -0.00860462  0.06873516
  -0.15488923]
 [-0.01058892 -0.34411845  0.28979936 ...  0.06715129 -0.04455692
  -0.20281674]]"
fall on me,42,170800,r.e.m.,0.442,0.704,9,-10.831,0,0.0416,0.0987,0.000241,0.138,0.538,118.12,5.379310344827586,4.341034482758621,5.073103448275862,rock,r.e.m.,fall on me,there's problem feathers iron bargain buildings weights pulleys feathers hit ground weight leave air buy sky sell sky tell sky tell sky fall air gonna fall fall long gonna fall fall gonna fall there's progress found rain way talk around problem children reign building towered foresight keep conscience dark anything melt statues park buy sky sell sky bleed sky tell sky fall air gonna fall fall long gonna fall fall gonna fall fall well could keep sky anymore send got promise keep whole buy sky sell sky lift arms sky ask sky ask sky fall air gonna fall fall long gonna fall fall gonna fall fall air gonna fall fall long gonna fall fall gonna fall fall fall air gonna fall fall long gonna fall fall gonna fall fall fall,"[[-0.39352614  0.31743357  0.53295815 ...  0.09312543 -0.17601569
   0.0518445 ]
 [-0.7235993   0.1070548   0.18337005 ...  0.30184075  0.5316425
  -0.2777117 ]
 [-0.43979713 -0.19390592  0.8983026  ... -0.4808339  -0.1834888
   0.16246188]
 ...
 [ 0.36450604 -0.1996723   0.20047343 ...  0.09897301 -0.1918528
  -0.19016525]
 [ 0.40244627 -0.21817562  0.09584048 ...  0.21156998 -0.2191309
  -0.21259536]
 [ 0.46623096 -0.15425508  0.03258217 ...  0.21320929 -0.16525309
  -0.2984564 ]]"
strange currencies,47,233427,r.e.m.,0.325,0.597,0,-7.224,1,0.0311,0.141,0.0312,0.264,0.358,182.803,5.528125,4.27359375,5.24140625,rock,r.e.m.,strange currencies,there's something strange going tonight there's something going that's quite right micheal's nervous lights bright there's something going that's quite right there's something going keep eyes glued floor there's something strange going tonight there's something going that's quite right there's something strange going tonight there's something going that's quite right micheal's nervous lights bright there's something going that's quite right there's something going keep eyes glued floor there's something strange going tonight there's something going that's quite right there's something going keep eyes glued floor one's going say goodnight there's something going that's quite right,"[[-0.3550188   0.07945587  0.16496567 ... -0.27412644  0.15593885
   0.42423248]
 [-0.6165103   0.52547956  0.10984315 ... -0.11964463 -0.0033576
  -0.13579397]
 [-0.12710825 -0.0753897   1.225796   ... -0.66736376  0.06949124
  -0.02331184]
 ...
 [ 0.0502573  -0.53513527  0.30345276 ... -0.27132303 -0.06885913
  -0.13255242]
 [ 0.20388222 -0.22021058  0.27024087 ... -0.4115542  -0.05851324
  -0.40516967]
 [ 0.10410538 -0.2175591   0.19718848 ... -0.68602073 -0.00163028
  -0.3578038 ]]"
old man kensey,25,250733,r.e.m.,0.48,0.439,4,-13.604,1,0.0293,0.0231,0.419,0.108,0.699,113.103,3.4450000000000003,3.725,3.555,rock,r.e.m.,old man kensey,old man kensey wants sign painter first he's got learn read he's gonna clown tv flags elbow time breath that's folly believe drink lake kensey's away that's folly that's mistake old man kensey wants goalie first he's got learn count he's gonna clown circus mount letters signed sopped tar that's folly kensey's going far john bill ted stand head that's folly i'm ready go old man kensey wants dog catcher first he's got learn stand he's gonna clown marching band letters signed ransom greed that's folly believe drink lake john bill ted that's folly that's mistake kensey's away stand head that's folly i'm ready go,"[[-0.5201812   0.17041409  0.02807995 ... -0.228707    0.1815301
   0.39684844]
 [ 0.44756478  0.7753988   0.330454   ...  0.33787382  0.93814045
  -0.4052279 ]
 [-0.9076337   0.26459414 -0.4975994  ...  0.56655264  0.85798407
  -0.39652926]
 ...
 [-0.01657693 -0.00358779  0.580688   ... -0.30078018  0.23511371
  -0.34871614]
 [ 0.10968719 -0.04501658  1.1258858  ... -0.09717282 -0.07378963
  -0.28000283]
 [-0.08253603 -0.34028834  0.17129534 ...  0.20511256 -0.06378802
  -0.3616216 ]]"
the greatest sex,42,279267,r. kelly,0.316,0.388,1,-9.744,1,0.0478,0.272,0.0,0.118,0.105,178.153,7.154000000000001,5.0600000000000005,6.196,soul,r. kelly,the greatest sex,"1,2 1,2 testing 1,2 got christmas spirit sing want make love christmas contemplate girl cause know we're need talk baby come close door girl holiday makes time giving let's lay let express feelings comes holidays make mistake know lovin greatest gift christmas trees things dear girl lovin greatest gift oh love writing letters decorating taking toasts celebrating girl lovin greatest gift let's unwrap tonight lovin greatest gift make love morning light girl lovin greatest gift holiday made giving open let get lovin night girl promise christmas night i'll take good care needs fantasy i'm lyin dream come true holiday meant givin girl give love baby tonight comes holidays make mistake know lovin greatest gift christmas trees things dear girl lovin greatest gift ever oh love writing letters decorating taking toasts celebrating girl lovin greatest gift open presents lovin greatest gift cause baby nothing compares love lovin greatest gift would christmas tell baby lovin greatest gift without lovin greatest gift nothing compare baby lovin greatest gift joy bring baby lovin greatest gift","[[-0.43909127 -0.11877836  0.3600351  ... -0.23417391 -0.07120461
   0.0932427 ]
 [-0.2868742  -0.12348076 -0.10883341 ...  0.48103774  1.2490915
   0.72849995]
 [-0.63471603  0.3937656   1.1380479  ...  0.34846184  0.75271124
  -0.12063365]
 ...
 [ 0.12438097 -0.02461613  0.66570514 ... -0.0925015  -0.08825568
  -0.08055379]
 [ 0.07212683 -0.11694134  0.7019411  ... -0.0126385  -0.17637308
   0.04137877]
 [ 0.10526661 -0.00681928  0.67008775 ...  0.02517496 -0.14105289
   0.03951301]]"
pencil skirt,40,191360,pulp,0.491,0.514,7,-10.88,1,0.0355,0.0309,0.00058,0.478,0.555,97.005,6.8589473684210525,5.536315789473685,6.172105263157896,britpop,pulp,pencil skirt,raise pencil skirt like veil eyes like look upon face he's zipping flies oh well know engaged oh know want something play baby i'll around he's town oh yeah i'll show wrong oh really love tell stop oh-oh oh turning tell lies good times i've kissed mother twice i'm working dad oh baby i'll around he's town oh yeah i'll show wrong oh really love tell stop oh-oh oh turning look bed see house lie wall watch conscience disappear baby yeah i'll around he's town oh yeah i'll show wrong oh really love tell stop oh-oh oh turning come cause know makes sad cause know know bad oh know ugly like oh oh turning oh,"[[-0.12482347 -0.01258925  0.26836738 ... -0.54300797  0.20862311
   0.26865658]
 [ 0.7603448   0.5079099   0.353532   ... -0.75949     0.11326352
  -0.06689884]
 [ 0.28477824 -0.352742    0.8107983  ... -0.8746639  -0.01402763
  -0.7716503 ]
 ...
 [-0.19483715  0.05091349  1.0782704  ... -0.10310284 -0.11554775
  -0.20239943]
 [-0.11986102  0.02714994  1.0201244  ... -0.12217171 -0.11642732
  -0.23296931]
 [-0.007229   -0.04825833  0.90529174 ... -0.16056944 -0.10229088
  -0.34025   ]]"
how i needed you,44,215867,puggy,0.499,0.434,7,-8.338,1,0.0264,0.669,0.0042,0.112,0.306,99.079,7.3425,3.7325,5.9225,indie,puggy,how i needed you,save evil little motherfuckers door yeah life keeps cool believe life short remember nobody knew simple ooh knew name know never chorus stay stay stay needed needed needed needed needed needed well long time ago night claim fame yeah run we're friend girl took way us happy end chorus taken everything world needed hate hate everything world well said taken everything deserve well true said true hate hate everything world well said taken everything deserve well true said true taken everything world needed chorus,"[[-0.18822505 -0.26163822  0.3950606  ... -0.3413787  -0.36139226
  -0.09938686]
 [ 0.70969427  0.5423627   0.7938249  ... -0.12506998  0.16860545
   0.15958768]
 [ 0.03863216  0.35318032  1.1571695  ...  0.10343206  0.31960818
  -0.37966806]
 ...
 [ 0.08336073 -0.7090696  -0.09868886 ...  0.22302134  0.02483225
  -0.5870105 ]
 [ 0.2564616  -0.6099337   0.10730486 ...  0.08926146 -0.17679945
  -0.4953715 ]
 [ 0.5423114  -0.19039635  0.5929658  ... -0.06320081 -0.20647028
  -0.27381802]]"
wreck of the hesperus,21,224387,procol harum,0.176,0.599,5,-9.102,1,0.0515,0.267,8.73e-06,0.298,0.394,67.362,3.0569491525423724,2.4,3.2298305084745764,classic rock,procol harum,wreck of the hesperus,we'll hoist hand becalmed upon troubled sea make haste funeral cries valkyrie we'll hoist hand drown amidst stormy sea lies coffin cries cemetery calls nothing quite vain hope forever tossed thoughts explained moments gained hope forever lost one moment's space one moment's final fall grace burnt fire blind sight lost ire we'll hoist hand becalmed upon troubled sea fear mighty wave threatening we'll hoist hand drown amidst stormy sea come follow cry humble surely see still nothing quite vain hope forever tossed moments gained thoughts explained hope forever lost one moment's space one moment's final fall grace burnt fire blind sight lost ire,"[[-0.43249387 -0.02556757 -0.15622397 ... -0.06341914 -0.05709514
   0.03104262]
 [ 0.5547901  -0.03714683  0.01424308 ...  0.39934835  0.94739676
  -0.45347294]
 [ 0.6114279   0.250475   -0.09994543 ... -0.22587508 -0.742155
  -0.24452658]
 ...
 [ 0.15939084 -0.11671086  0.4579744  ... -0.03198727 -0.36715028
   0.01055511]
 [ 0.08523752 -0.09914494  0.52737504 ...  0.00739694 -0.39373896
   0.04273587]
 [ 0.02906998 -0.08972308  0.43238294 ... -0.06648724 -0.2917548
   0.04951674]]"
